datetime,step,train_return,reward_variance,model_loss,actor_loss,value_loss,kl,prior_ent,post_ent,eval_return,eval_success_rate,eval_collision_rate
2026-05-30 01:45:48,500,-10.0,0.0,33.452510833740234,0.01604168675839901,8.900816917419434,3.08125638961792,39.922767639160156,36.322628021240234,5.4,14.0,86.0
2026-05-30 04:33:57,10500,100.0,1814.244064972928,1.7336894273757935,-0.05665869265794754,2.4755070209503174,1.4054185152053833,21.193384170532227,18.99014663696289,5.4,14.0,86.0
2026-05-30 08:00:24,20500,100.0,640.1615022493714,1.0819146633148193,-0.07513552159070969,2.3435182571411133,1.297685980796814,16.289682388305664,14.636431694030762,100.0,100.0,0.0
2026-05-30 19:32:55,26185,,,1.0716389417648315,-0.0428997278213501,1.4734476804733276,1.3101576566696167,16.889970779418945,15.412771224975586,98.9,99.0,1.0
