datetime,odometry_mode,stage,episode,outcome,steps_to_goal,path_directness,min_obstacle_dist,near_collisions,success_rate,collision_rate,rolling_success_rate_100,rolling_collision_rate_100,rolling_success_rate_500,rolling_collision_rate_500
2026-05-31 00:44:33,none,4,1,collision,-1,1.0,0.1971,29,0.0,100.0,0.0,100.0,0.0,100.0
2026-05-31 00:44:42,none,4,2,collision,-1,1.0,0.1913,11,0.0,100.0,0.0,100.0,0.0,100.0
2026-05-31 01:16:25,none,4,3,collision,-1,0.7967,0.12,1,0.0,100.0,0.0,100.0,0.0,100.0
2026-05-31 01:16:33,none,4,4,collision,-1,0.7156,0.1966,1,0.0,100.0,0.0,100.0,0.0,100.0
2026-05-31 01:16:38,none,4,5,collision,-1,1.0,0.1225,1,0.0,100.0,0.0,100.0,0.0,100.0
2026-05-31 01:17:01,none,4,6,collision,-1,0.5152,0.12,1,0.0,100.0,0.0,100.0,0.0,100.0
2026-05-31 01:17:19,none,4,7,collision,-1,0.8996,0.1992,4,0.0,100.0,0.0,100.0,0.0,100.0
2026-05-31 01:17:33,none,4,8,collision,-1,0.6279,0.1835,3,0.0,100.0,0.0,100.0,0.0,100.0
2026-05-31 01:17:42,none,4,9,collision,-1,1.0,0.1346,3,0.0,100.0,0.0,100.0,0.0,100.0
2026-05-31 01:18:01,none,4,10,collision,-1,0.4609,0.1837,1,0.0,100.0,0.0,100.0,0.0,100.0
2026-05-31 01:18:14,none,4,11,collision,-1,0.7416,0.12,3,0.0,100.0,0.0,100.0,0.0,100.0
2026-05-31 01:18:20,none,4,12,collision,-1,1.0,0.1882,2,0.0,100.0,0.0,100.0,0.0,100.0
2026-05-31 01:18:47,none,4,13,collision,-1,0.2606,0.1249,1,0.0,100.0,0.0,100.0,0.0,100.0
2026-05-31 01:19:11,none,4,14,collision,-1,0.4325,0.12,7,0.0,100.0,0.0,100.0,0.0,100.0
2026-05-31 01:19:16,none,4,15,collision,-1,1.0,0.1548,1,0.0,100.0,0.0,100.0,0.0,100.0
2026-05-31 01:19:32,none,4,16,collision,-1,0.7392,0.1381,1,0.0,100.0,0.0,100.0,0.0,100.0
2026-05-31 01:19:51,none,4,17,collision,-1,0.5762,0.12,1,0.0,100.0,0.0,100.0,0.0,100.0
2026-05-31 01:20:05,none,4,18,collision,-1,0.6756,0.12,1,0.0,100.0,0.0,100.0,0.0,100.0
2026-05-31 01:20:20,none,4,19,collision,-1,0.4763,0.12,1,0.0,100.0,0.0,100.0,0.0,100.0
2026-05-31 01:20:24,none,4,20,success,2,1.0,0.8889,0,5.0,95.0,5.0,95.0,5.0,95.0
2026-05-31 01:21:03,none,4,21,collision,-1,0.1483,0.1543,1,4.76,95.24,4.76,95.24,4.76,95.24
2026-05-31 01:21:16,none,4,22,collision,-1,0.5215,0.12,1,4.55,95.45,4.55,95.45,4.55,95.45
2026-05-31 01:21:24,none,4,23,collision,-1,0.3846,0.1347,1,4.35,95.65,4.35,95.65,4.35,95.65
2026-05-31 01:21:42,none,4,24,collision,-1,0.5487,0.1249,1,4.17,95.83,4.17,95.83,4.17,95.83
2026-05-31 01:22:02,none,4,25,collision,-1,0.1991,0.1906,3,4.0,96.0,4.0,96.0,4.0,96.0
2026-05-31 01:22:25,none,4,26,collision,-1,0.4855,0.1772,5,3.85,96.15,3.85,96.15,3.85,96.15
2026-05-31 01:22:36,none,4,27,collision,-1,1.0,0.12,2,3.7,96.3,3.7,96.3,3.7,96.3
2026-05-31 01:22:47,none,4,28,collision,-1,0.7472,0.178,3,3.57,96.43,3.57,96.43,3.57,96.43
2026-05-31 01:22:52,none,4,29,collision,-1,1.0,0.1976,2,3.45,96.55,3.45,96.55,3.45,96.55
2026-05-31 01:23:01,none,4,30,success,9,0.8372,0.4771,0,6.67,93.33,6.67,93.33,6.67,93.33
2026-05-31 01:23:09,none,4,31,collision,-1,1.0,0.12,1,6.45,93.55,6.45,93.55,6.45,93.55
2026-05-31 01:23:17,none,4,32,collision,-1,0.5904,0.184,1,6.25,93.75,6.25,93.75,6.25,93.75
2026-05-31 01:23:23,none,4,33,collision,-1,0.8477,0.1785,2,6.06,93.94,6.06,93.94,6.06,93.94
2026-05-31 01:23:57,none,4,34,collision,-1,0.2682,0.1958,7,5.88,94.12,5.88,94.12,5.88,94.12
2026-05-31 01:24:12,none,4,35,collision,-1,0.6936,0.1989,1,5.71,94.29,5.71,94.29,5.71,94.29
2026-05-31 01:24:23,none,4,36,collision,-1,0.8036,0.12,1,5.56,94.44,5.56,94.44,5.56,94.44
2026-05-31 01:24:45,none,4,37,collision,-1,0.3884,0.12,5,5.41,94.59,5.41,94.59,5.41,94.59
2026-05-31 01:25:07,none,4,38,collision,-1,0.4514,0.1598,1,5.26,94.74,5.26,94.74,5.26,94.74
2026-05-31 01:25:15,none,4,39,collision,-1,1.0,0.12,1,5.13,94.87,5.13,94.87,5.13,94.87
2026-05-31 01:25:20,none,4,40,success,4,0.9693,0.6648,0,7.5,92.5,7.5,92.5,7.5,92.5
2026-05-31 01:25:31,none,4,41,collision,-1,0.6072,0.1488,1,7.32,92.68,7.32,92.68,7.32,92.68
